IDDE;DNI1;DNI2;PERIODO;ID_SERVI;NOMBRE_SERVI;CODI_SENTI;PATENTE;CODI_EXPE;FECH_CHI;FECH_UTC;POSI_PUNTO;LATITUD;LONGITUD;VELOCIDAD;PASO_HORA_CHL;PASO_HORA_UTC;PERIODO_HORA;VALIDA;EXTRA
HYYY88-01/06/2021 20:04:12-13;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;13;-23.629347;-70.377409;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-14;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;14;-23.621291;-70.379101;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-15;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;15;-23.610147;-70.378165;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-16;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;16;-23.601567;-70.376409;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-17;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;17;-23.599461;-70.374853;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-18;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;18;-23.597241;-70.377415;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-19;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;19;-23.592430;-70.378548;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-20;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;20;-23.586614;-70.380019;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-21;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;21;-23.583971;-70.381250;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-22;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;22;-23.578547;-70.380674;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-23;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;23;-23.575460;-70.378250;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-24;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;24;-23.573483;-70.382142;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-25;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;25;-23.569675;-70.379514;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-26;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;26;-23.569543;-70.377594;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-27;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;27;-23.564537;-70.384818;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-28;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;28;-23.563513;-70.391063;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
HYYY88-01/06/2021 20:04:12-29;96711420;77130027;202106;376;104;1;HYYY88;22592252;01/06/2021 20:04:12;02/06/2021 00:04:12;29;-23.555423;-70.391340;0;01/06/2021 21:17:37;02/06/2021 01:17:37;20;0;0
JGVY82-02/06/2021 20:14:51-1;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;1;-23.735081;-70.440404;1;02/06/2021 20:14:51;03/06/2021 00:14:51;20;0;0
JGVY82-02/06/2021 20:14:51-2;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;2;-23,701865;-70,42331;70;02/06/2021 20:20:01;03/06/2021 00:20:01;20;0;0
JGVY82-02/06/2021 20:14:51-3;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;3;-23,67824;-70,409165;38;02/06/2021 20:25:20;03/06/2021 00:25:20;20;0;0
JGVY82-02/06/2021 20:14:51-4;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;4;-23,67233;-70,405112;36;02/06/2021 20:27:21;03/06/2021 00:27:21;20;0;0
JGVY82-02/06/2021 20:14:51-5;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;5;-23,67037;-70,40135;47;02/06/2021 20:28:22;03/06/2021 00:28:22;20;0;0
JGVY82-02/06/2021 20:14:51-6;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;6;-23,6649;-70,397117;37;02/06/2021 20:31:00;03/06/2021 00:31:00;20;0;0
JGVY82-02/06/2021 20:14:51-7;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;7;-23,656507;-70,393518;9;02/06/2021 20:34:03;03/06/2021 00:34:03;20;0;0
JGVY82-02/06/2021 20:14:51-8;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;8;-23,647703;-70,402077;22;02/06/2021 20:41:03;03/06/2021 00:41:03;20;0;0
JGVY82-02/06/2021 20:14:51-9;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;9;-23,64739;-70,398317;25;02/06/2021 20:43:48;03/06/2021 00:43:48;20;0;0
JGVY82-02/06/2021 20:14:51-10;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;10;-23.648425;-70.391249;48;02/06/2021 20:47:35;03/06/2021 00:47:35;20;0;0
JGVY82-02/06/2021 20:14:51-11;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;11;-23,639057;-70,38644;29;02/06/2021 20:50:14;03/06/2021 00:50:14;20;0;0
JGVY82-02/06/2021 20:14:51-12;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;12;-23.631041;-70.385091;20;02/06/2021 20:53:31;03/06/2021 00:53:31;20;0;0
JGVY82-02/06/2021 20:14:51-13;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;13;-23,62943;-70,377393;22;02/06/2021 20:55:05;03/06/2021 00:55:05;20;0;0
JGVY82-02/06/2021 20:14:51-14;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;14;-23,621187;-70,379067;27;02/06/2021 21:00:00;03/06/2021 01:00:00;20;0;0
JGVY82-02/06/2021 20:14:51-15;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;15;-23,610198;-70,378162;40;02/06/2021 21:04:20;03/06/2021 01:04:20;20;0;0
JGVY82-02/06/2021 20:14:51-16;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;16;-23,601463;-70,376725;14;02/06/2021 21:07:11;03/06/2021 01:07:11;20;0;0
JGVY82-02/06/2021 20:14:51-17;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;17;-23,599305;-70,374835;10;02/06/2021 21:08:41;03/06/2021 01:08:41;20;0;0
JGVY82-02/06/2021 20:14:51-18;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;18;-23,596912;-70,376655;25;02/06/2021 21:10:05;03/06/2021 01:10:05;20;0;0
JGVY82-02/06/2021 20:14:51-19;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;19;-23.592430;-70.378548;38;02/06/2021 21:12:32;03/06/2021 01:12:32;20;0;0
JGVY82-02/06/2021 20:14:51-20;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;20;-23,586583;-70,380305;42;02/06/2021 21:15:01;03/06/2021 01:15:01;20;0;0
JGVY82-02/06/2021 20:14:51-21;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;21;-23.583971;-70.381250;15;02/06/2021 21:16:32;03/06/2021 01:16:32;20;0;0
JGVY82-02/06/2021 20:14:51-22;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;22;-23.578547;-70.380674;17;02/06/2021 21:19:37;03/06/2021 01:19:37;20;0;0
JGVY82-02/06/2021 20:14:51-23;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;23;-23,575475;-70,37885;31;02/06/2021 21:22:20;03/06/2021 01:22:20;20;0;0
JGVY82-02/06/2021 20:14:51-24;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;24;-23,574232;-70,382033;25;02/06/2021 21:24:26;03/06/2021 01:24:26;20;0;0
JGVY82-02/06/2021 20:14:51-25;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;25;-23,570337;-70,379032;15;02/06/2021 21:27:12;03/06/2021 01:27:12;20;0;0
JGVY82-02/06/2021 20:14:51-26;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;26;-23,570223;-70,377572;10;02/06/2021 21:27:47;03/06/2021 01:27:47;20;0;0
JGVY82-02/06/2021 20:14:51-27;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;27;-23.564537;-70.384818;16;02/06/2021 21:25:32;03/06/2021 01:25:32;20;0;0
JGVY82-02/06/2021 20:14:51-28;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;28;-23.563513;-70.391063;16;02/06/2021 21:25:32;03/06/2021 01:25:32;20;0;0
JGVY82-02/06/2021 20:14:51-29;96711420;77130027;202106;376;104;1;JGVY82;22679291;02/06/2021 20:14:51;03/06/2021 00:14:51;29;-23.555423;-70.391340;16;02/06/2021 21:25:32;03/06/2021 01:25:32;20;0;0
HYYY88-05/06/2021 20:12:02-1;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;1;-23,735243;-70,440442;23;05/06/2021 20:12:02;06/06/2021 00:12:02;20;0;0
HYYY88-05/06/2021 20:12:02-2;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;2;-23.702243;-70.423490;45;05/06/2021 20:19:32;06/06/2021 00:19:32;20;0;0
HYYY88-05/06/2021 20:12:02-3;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;3;-23.678744;-70.409430;11;05/06/2021 20:25:33;06/06/2021 00:25:33;20;0;0
HYYY88-05/06/2021 20:12:02-4;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;4;-23,672715;-70,404185;21;05/06/2021 20:34:02;06/06/2021 00:34:02;20;0;0
HYYY88-05/06/2021 20:12:02-5;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;5;-23.669938;-70.401066;26;05/06/2021 20:36:36;06/06/2021 00:36:36;20;0;0
HYYY88-05/06/2021 20:12:02-6;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;6;-23.664990;-70.396700;27;05/06/2021 20:37:36;06/06/2021 00:37:36;20;0;0
HYYY88-05/06/2021 20:12:02-7;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;7;-23.657110;-70.394161;0;05/06/2021 20:45:39;06/06/2021 00:45:39;20;0;0
HYYY88-05/06/2021 20:12:02-8;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;8;-23.647395;-70.401901;14;05/06/2021 21:08:32;06/06/2021 01:08:32;20;0;0
HYYY88-05/06/2021 20:12:02-9;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;9;-23.647397;-70.398341;14;05/06/2021 21:08:32;06/06/2021 01:08:32;20;0;0
HYYY88-05/06/2021 20:12:02-10;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;10;-23.648425;-70.391249;0;05/06/2021 21:22:33;06/06/2021 01:22:33;20;0;0
HYYY88-05/06/2021 20:12:02-11;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;11;-23.638919;-70.386425;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-12;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;12;-23.631041;-70.385091;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-13;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;13;-23.629347;-70.377409;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-14;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;14;-23.621291;-70.379101;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-15;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;15;-23.610147;-70.378165;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-16;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;16;-23.601567;-70.376409;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-17;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;17;-23.599461;-70.374853;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-18;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;18;-23.597241;-70.377415;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-19;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;19;-23.592430;-70.378548;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-20;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;20;-23.586614;-70.380019;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-21;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;21;-23.583971;-70.381250;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-22;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;22;-23.578547;-70.380674;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-23;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;23;-23.575460;-70.378250;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-24;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;24;-23.573483;-70.382142;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-25;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;25;-23.569675;-70.379514;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-26;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;26;-23.569543;-70.377594;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-27;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;27;-23.564537;-70.384818;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-28;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;28;-23.563513;-70.391063;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
HYYY88-05/06/2021 20:12:02-29;96711420;77130027;202106;376;104;1;HYYY88;22938322;05/06/2021 20:12:02;06/06/2021 00:12:02;29;-23.555423;-70.391340;0;05/06/2021 21:12:38;06/06/2021 01:12:38;20;0;0
KHBF36-05/06/2021 20:25:33-1;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;1;-23.735081;-70.440404;36;05/06/2021 20:25:33;06/06/2021 00:25:33;20;0;0
KHBF36-05/06/2021 20:25:33-2;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;2;-23.702243;-70.423490;18;05/06/2021 20:32:34;06/06/2021 00:32:34;20;0;0
KHBF36-05/06/2021 20:25:33-3;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;3;-23.678744;-70.409430;9;05/06/2021 20:40:40;06/06/2021 00:40:40;20;0;0
KHBF36-05/06/2021 20:25:33-4;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;4;-23.672720;-70.404317;27;05/06/2021 20:44:36;06/06/2021 00:44:36;20;0;0
KHBF36-05/06/2021 20:25:33-5;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;5;-23,669827;-70,401097;36;05/06/2021 20:45:03;06/06/2021 00:45:03;20;0;0
KHBF36-05/06/2021 20:25:33-6;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;6;-23.664990;-70.396700;29;05/06/2021 20:48:33;06/06/2021 00:48:33;20;0;0
KHBF36-05/06/2021 20:25:33-7;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;7;-23,656465;-70,393537;11;05/06/2021 20:51:03;06/06/2021 00:51:03;20;0;0
KHBF36-05/06/2021 20:25:33-8;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;8;-23,647548;-70,4021;17;05/06/2021 21:00:08;06/06/2021 01:00:08;20;0;0
KHBF36-05/06/2021 20:25:33-9;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;9;-23,647073;-70,397865;24;05/06/2021 21:03:16;06/06/2021 01:03:16;20;0;0
KHBF36-05/06/2021 20:25:33-10;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;10;-23.648425;-70.391249;22;05/06/2021 21:07:44;06/06/2021 01:07:44;20;0;0
KHBF36-05/06/2021 20:25:33-11;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;11;-23,639532;-70,38639;6;05/06/2021 21:11:11;06/06/2021 01:11:11;20;0;0
KHBF36-05/06/2021 20:25:33-12;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;12;-23,630918;-70,384333;19;05/06/2021 21:15:14;06/06/2021 01:15:14;20;0;0
KHBF36-05/06/2021 20:25:33-13;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;13;-23,629335;-70,377427;9;05/06/2021 21:18:39;06/06/2021 01:18:39;20;0;0
KHBF36-05/06/2021 20:25:33-14;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;14;-23,620837;-70,378875;24;05/06/2021 21:24:00;06/06/2021 01:24:00;20;0;0
KHBF36-05/06/2021 20:25:33-15;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;15;-23,610753;-70,37813;16;05/06/2021 21:29:00;06/06/2021 01:29:00;20;0;0
KHBF36-05/06/2021 20:25:33-16;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;16;-23,60155;-70,375728;25;05/06/2021 21:32:09;06/06/2021 01:32:09;20;0;0
KHBF36-05/06/2021 20:25:33-17;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;17;-23.599461;-70.374853;18;05/06/2021 21:34:34;06/06/2021 01:34:34;20;0;0
KHBF36-05/06/2021 20:25:33-18;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;18;-23,597022;-70,377128;20;05/06/2021 21:35:01;06/06/2021 01:35:01;20;0;0
KHBF36-05/06/2021 20:25:33-19;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;19;-23,592838;-70,37849;0;05/06/2021 21:37:26;06/06/2021 01:37:26;20;0;0
KHBF36-05/06/2021 20:25:33-20;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;20;-23.586614;-70.380019;34;05/06/2021 21:42:33;06/06/2021 01:42:33;20;0;0
KHBF36-05/06/2021 20:25:33-21;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;21;-23.583971;-70.381250;20;05/06/2021 21:43:32;06/06/2021 01:43:32;20;0;0
KHBF36-05/06/2021 20:25:33-22;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;22;-23.578547;-70.380674;10;05/06/2021 21:44:44;06/06/2021 01:44:44;20;0;0
KHBF36-05/06/2021 20:25:33-23;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;23;-23.575460;-70.378250;16;05/06/2021 21:49:33;06/06/2021 01:49:33;20;0;0
KHBF36-05/06/2021 20:25:33-24;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;24;-23.573483;-70.382142;11;05/06/2021 21:51:32;06/06/2021 01:51:32;20;0;0
KHBF36-05/06/2021 20:25:33-25;96711420;77130027;202106;376;104;1;KHBF36;22939133;05/06/2021 20:25:33;06/06/2021 00:25:33;25;-23.569675;-70.379514;13;05/06/2021 21:53:45;06/06/2021 01:53:45;20;0;0
